nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,demand,predicted_USEP,predicted_cost
0.0,0.0,25.17,94.52,1.72,0.0,100.65,0.0,25.17,2021-12-22 03:00:00,4.5211734e-12,18.095654,5039.292,43.71292324108981,791.0139342991221
0.0,0.0,25.105,94.7,1.71,0.0,100.665,0.0,25.105,2021-12-22 03:30:00,3.270949e-14,18.095654,5022.752,42.141972361308426,762.5865507277989
0.0,0.0,25.04,94.88,1.7,0.0,100.68,0.0,25.04,2021-12-22 04:00:00,6.146444e-12,17.815075,5019.62,40.36391854969007,719.0862362563718
0.0,0.0,24.965,95.05,1.69,0.0,100.7,0.0,24.965,2021-12-22 04:30:00,2.5280153e-12,17.815075,5045.102,40.6432720919168,724.0629405628018
0.0,0.0,24.89,95.22,1.68,0.0,100.72,0.0,24.89,2021-12-22 05:00:00,2.5886652e-13,17.792229,5125.362,51.84511431938875,922.4401465017303
0.035,0.065,25.065,94.95,1.655,0.04,100.74,0.035,25.065,2021-12-22 05:30:00,4.050387e-13,17.859278,5296.335,63.47519968119308,1133.621237211913
0.07,0.13,25.24,94.68,1.63,0.08,100.76,0.07,25.24,2021-12-22 06:00:00,4.3535626e-12,17.844479,5461.757,69.26638747829051,1236.0225967619165
0.15,0.44,25.75,93.12,1.77,0.16,100.8,0.15,25.75,2021-12-22 06:30:00,1.7803245e-11,16.959297,5620.598,73.7295914244102,1250.402038653913
0.23,0.75,26.26,91.56,1.91,0.24,100.84,0.23,26.26,2021-12-22 07:00:00,3.814049e-12,15.318111,5778.49,62.96716969249818,964.5380947052829
0.43,1.125,26.645,89.62,1.83,0.38,100.87,0.43,26.645,2021-12-22 07:30:00,2.9268017e-14,15.358264,6011.225,64.09247409285055,984.3491375311575
0.63,1.5,27.03,87.68,1.75,0.52,100.9,0.63,27.03,2021-12-22 08:00:00,5.0611924e-13,16.83712,6232.261,70.25555000924909,1182.9011261716926
0.96,1.86,27.485,85.265,1.61,0.635,100.905,0.96,27.485,2021-12-22 08:30:00,7.820787e-12,17.440266,6379.253,76.58813158994938,1335.7173873711215
1.29,2.22,27.94,82.85,1.47,0.75,100.91,1.29,27.94,2021-12-22 09:00:00,1.3318968e-11,17.536942,6470.801,80.6624867882973,1414.5733523810616
1.595,2.525,28.365,80.465,1.305,0.905,100.895,1.595,28.365,2021-12-22 09:30:00,9.233384e-12,17.636501,6550.823,77.88055793812316,1373.540537955548
1.9,2.83,28.79,78.08,1.14,1.06,100.88,1.9,28.79,2021-12-22 10:00:00,8.609547e-12,17.91733,6592.198,78.45510103699348,1405.7059354624791
2.225,3.025,29.085,76.32,1.0,1.15,100.85,2.225,29.085,2021-12-22 10:30:00,1.5476337e-12,18.08068,6624.195,100.26698400112636,1812.89525228933
2.55,3.22,29.38,74.56,0.86,1.24,100.82,2.55,29.38,2021-12-22 11:00:00,1.2585654e-12,18.136545,6594.971,78.80122642252711,1429.181989067253
2.56,3.24,29.505,73.805,0.85,1.135,100.77,2.56,29.505,2021-12-22 11:30:00,1.25486505e-11,18.33451,6551.623,77.90046563235033,1428.2668661400062
2.57,3.26,29.63,73.05,0.84,1.03,100.72,2.57,29.63,2021-12-22 12:00:00,5.290679e-12,18.385712,6503.911,76.46239660724054,1405.8156028500973
2.42,3.145,29.7,72.715,0.94,1.09,100.665,2.42,29.7,2021-12-22 12:30:00,2.340382e-13,18.304976,6515.297,77.8131797350007,1424.3683875328559
2.27,3.03,29.77,72.38,1.04,1.15,100.61,2.27,29.77,2021-12-22 13:00:00,1.3803937e-11,18.348927,6583.714,79.2698819776052,1454.5172777045993
2.075,2.775,29.76,72.485,1.18,1.06,100.565,2.075,29.76,2021-12-22 13:30:00,2.895704e-12,18.312622,6634.026,106.36434181813678,1947.8099859940237
1.88,2.52,29.75,72.59,1.32,0.97,100.52,1.88,29.75,2021-12-22 14:00:00,7.1319318e-12,18.448837,6648.369,79.59343705110285,1468.4063464249898
1.595,2.16,29.55,73.69,1.38,0.82,100.5,1.595,29.55,2021-12-22 14:30:00,9.316827e-13,18.674372,6642.519,79.13187723546116,1477.7381125532597
1.31,1.8,29.35,74.79,1.44,0.67,100.48,1.31,29.35,2021-12-22 15:00:00,2.1195688e-12,18.74063,6654.591,79.71969025407058,1493.9972187659737
0.94,1.395,29.155,77.485,1.34,0.525,100.49,0.94,29.155,2021-12-22 15:30:00,5.910805e-13,18.938238,6669.988,77.90240127388985,1475.3342160963832
0.57,0.99,28.96,80.18,1.24,0.38,100.5,0.57,28.96,2021-12-22 16:00:00,1.1718042e-11,19.10689,6691.394,78.75203299789504,1504.706431766228
0.37,0.615,28.495,82.35,1.12,0.28,100.535,0.37,28.495,2021-12-22 16:30:00,2.9914935e-13,19.191648,6688.889,79.83818562606312,1532.2263554940394
0.17,0.24,28.03,84.52,1.0,0.18,100.57,0.17,28.03,2021-12-22 17:00:00,5.1569838e-12,19.030857,6632.236,104.65715278051438,1991.7153085925818
0.085,0.12,27.725,85.14,0.82,0.09,100.615,0.085,27.725,2021-12-22 17:30:00,8.330172e-12,18.77616,6539.317,79.54349916569193,1493.5214672942354
0.0,0.0,27.42,85.76,0.64,0.0,100.66,0.0,27.42,2021-12-22 18:00:00,3.5858098e-13,18.791246,6475.86,78.68375150531494,1478.5657307392153
0.0,0.0,27.32,85.185,0.53,0.0,100.7,0.0,27.32,2021-12-22 18:30:00,5.750165e-13,18.791246,6464.305,77.85117725191785,1462.9206231303474
0.0,0.0,27.22,84.61,0.42,0.0,100.74,0.0,27.22,2021-12-22 19:00:00,4.917038e-12,18.06661,6469.961,80.38531845509829,1452.290198253668
0.0,0.0,27.14,84.53,0.365,0.0,100.775,0.0,27.14,2021-12-22 19:30:00,2.7684914e-12,18.004524,6418.835,77.01555766920683,1386.6284564284053
0.0,0.0,27.06,84.45,0.31,0.0,100.81,0.0,27.06,2021-12-22 20:00:00,1.3423532e-11,19.532957,6387.946,74.8111051330284,1461.2820996849189
0.0,0.0,26.975,84.63,0.295,0.0,100.815,0.0,26.975,2021-12-22 20:30:00,8.696541e-12,19.493382,6343.653,78.10554884259264,1522.541299907637
0.0,0.0,26.89,84.81,0.28,0.0,100.82,0.0,26.89,2021-12-22 21:00:00,5.6890543e-12,19.421095,6272.075,77.71134104629354,1509.2393370370244
0.0,0.0,26.785,85.05,0.23,0.0,100.805,0.0,26.785,2021-12-22 21:30:00,9.956356e-13,19.421095,6118.681,61.16479731800842,1187.8873393687259
0.0,0.0,26.68,85.29,0.18,0.0,100.79,0.0,26.68,2021-12-22 22:00:00,2.411527e-12,19.36356,5975.893,60.23756574998374,1166.4137186536097
0.0,0.0,26.605,85.36,0.105,0.0,100.775,0.0,26.605,2021-12-22 22:30:00,6.6007554e-15,19.417799,5828.473,57.982830180488946,1125.8989418958677
0.0,0.0,26.53,85.43,0.03,0.0,100.76,0.0,26.53,2021-12-22 23:00:00,7.610368e-13,19.385715,5692.171,57.180285016334736,1108.480708945392
0.0,0.0,26.425,85.735,0.13,0.0,100.735,0.0,26.425,2021-12-22 23:30:00,1.1106885e-12,19.385715,5521.784,53.202736262187074,1031.3730823988649
0.0,0.0,26.32,86.04,0.23,0.0,100.71,0.0,26.32,2021-12-23 00:00:00,1.190593e-12,18.87226,5374.782,61.84201021170504,1167.098495637879
0.0,0.0,26.175,86.685,0.39,0.0,100.68,0.0,26.175,2021-12-23 00:30:00,2.4270834e-11,19.013273,5286.972,59.95084865035771,1139.8618519694778
0.0,0.0,26.03,87.33,0.55,0.0,100.65,0.0,26.03,2021-12-23 01:00:00,1.0063074e-13,18.728863,5269.905,60.72241214608739,1137.2617381136008
0.0,0.0,25.805,88.405,0.735,0.0,100.61,0.0,25.805,2021-12-23 01:30:00,2.476142e-12,18.526619,5205.807,59.784655575478745,1107.6075358929725
0.0,0.0,25.58,89.48,0.92,0.0,100.57,0.0,25.58,2021-12-23 02:00:00,1.4633626e-12,18.26572,5148.975,53.508063639093564,977.3633081737859
0.0,0.0,25.415,90.465,1.085,0.0,100.55,0.0,25.415,2021-12-23 02:30:00,1.13800245e-11,18.552748,5120.243,53.6709223782738,995.7430978110639
0.0,0.0,25.25,91.45,1.25,0.0,100.53,0.0,25.25,2021-12-23 03:00:00,1.6491775e-11,18.09418,5086.576,51.6318443410361,934.2358852378371
0.0,0.0,25.19,91.76,1.33,0.0,100.535,0.0,25.19,2021-12-23 03:30:00,7.6072655e-12,18.09418,5064.341,51.224456391334385,926.8645343465653
0.0,0.0,25.13,92.07,1.41,0.0,100.54,0.0,25.13,2021-12-23 04:00:00,1.466764e-11,17.76216,5062.467,50.17884847195398,891.284735173866
0.0,0.0,25.1,92.135,1.42,0.0,100.565,0.0,25.1,2021-12-23 04:30:00,2.6879714e-11,17.76216,5088.077,51.43686777158617,913.6298752563745
0.0,0.0,25.07,92.2,1.43,0.0,100.59,0.0,25.07,2021-12-23 05:00:00,3.753512e-13,17.788748,5168.884,57.76883032196957,1027.6351648522536
0.05,0.065,25.21,92.42,1.43,0.055,100.62,0.05,25.21,2021-12-23 05:30:00,8.0637797e-13,17.763166,5340.245,70.27578950011923,1248.3205146716182
0.1,0.13,25.35,92.64,1.43,0.11,100.65,0.1,25.35,2021-12-23 06:00:00,1.2781922e-12,17.732164,5498.927,73.44086506845464,1302.2654636956152
0.165,0.435,25.88,91.68,1.6,0.135,100.7,0.165,25.88,2021-12-23 06:30:00,2.9086362e-11,17.115534,5664.503,73.78485390448665,1262.867175685128
0.23,0.74,26.41,90.72,1.77,0.16,100.75,0.23,26.41,2021-12-23 07:00:00,3.8001724e-12,15.4573145,5791.466,65.75469260006379,1016.390963369759
0.39,1.14,26.97,87.895,1.745,0.27,100.805,0.39,26.97,2021-12-23 07:30:00,1.14895315e-11,15.618256,6017.437,68.16651320632589,1064.6420538829955
0.55,1.54,27.53,85.07,1.72,0.38,100.86,0.55,27.53,2021-12-23 08:00:00,2.5544376e-11,17.137808,6253.259,77.66459967838028,1331.0009976829592
0.955,1.895,27.89,81.71,1.595,0.615,100.88,0.955,27.89,2021-12-23 08:30:00,4.511181e-12,17.343332,6413.199,77.9360577638855,1351.6709245698921
1.36,2.25,28.25,78.35,1.47,0.85,100.9,1.36,28.25,2021-12-23 09:00:00,1.0865711e-11,17.59745,6491.978,79.18731346368641,1393.494789310688
1.4,2.515,28.535,76.67,1.34,0.825,100.895,1.4,28.535,2021-12-23 09:30:00,1.07513165e-11,17.6577,6563.044,81.03881871629424,1430.9591492458376
1.44,2.78,28.82,74.99,1.21,0.8,100.89,1.44,28.82,2021-12-23 10:00:00,8.517731e-13,17.920244,6621.417,128.56067822468506,2303.8387225917336
1.485,2.895,29.01,74.015,1.175,0.96,100.86,1.485,29.01,2021-12-23 10:30:00,2.311936e-11,17.861168,6657.474,123.11315786755961,2198.9447956801573
1.53,3.01,29.2,73.04,1.14,1.12,100.83,1.53,29.2,2021-12-23 11:00:00,6.7986e-13,17.7682,6656.694,81.66310499278234,1451.0063821326996
1.515,3.045,29.26,72.73,1.12,1.105,100.775,1.515,29.26,2021-12-23 11:30:00,1.8027954e-11,17.772427,6599.544,78.38411495404245,1393.0759609789147
1.5,3.08,29.32,72.42,1.1,1.09,100.72,1.5,29.32,2021-12-23 12:00:00,2.811106e-13,18.021593,6543.84,79.6104461464204,1434.7070589991845
1.55,2.95,29.245,72.595,1.04,1.14,100.66,1.55,29.245,2021-12-23 12:30:00,5.3226937e-12,18.108614,6577.223,78.62397797394107,1423.7712682741824
1.6,2.82,29.17,72.77,0.98,1.19,100.6,1.6,29.17,2021-12-23 13:00:00,5.3473597e-12,18.236109,6659.263,81.13167218642411,1479.5260173434644
1.545,2.58,29.085,73.0,0.9,1.165,100.555,1.545,29.085,2021-12-23 13:30:00,3.2330215e-13,18.317253,6668.567,126.73464678092367,2321.4305889517736
1.49,2.34,29.0,73.23,0.82,1.14,100.51,1.49,29.0,2021-12-23 14:00:00,1.9325342e-12,18.482077,6658.428,78.10031229348634,1443.4559855321102
1.24,2.0,28.965,73.66,0.705,0.97,100.495,1.24,28.965,2021-12-23 14:30:00,6.2970896e-12,18.439507,6667.603,111.84842896004893,2062.429888747121
0.99,1.66,28.93,74.09,0.59,0.8,100.48,0.99,28.93,2021-12-23 15:00:00,4.6874044e-13,18.627535,6685.395,96.16842813509133,1791.3807609813537
0.685,1.28,28.885,74.79,0.51,0.56,100.49,0.685,28.885,2021-12-23 15:30:00,1.4223681e-12,18.635767,6679.725,92.12048743792661,1716.7359398194965
0.38,0.9,28.84,75.49,0.43,0.32,100.5,0.38,28.84,2021-12-23 16:00:00,1.0100332e-11,18.931171,6661.51,80.77463732992645,1529.1584717550052
0.25,0.56,28.5,76.9,0.405,0.23,100.515,0.25,28.5,2021-12-23 16:30:00,1.2470437e-11,18.94058,6656.246,82.24478998973059,1557.7640243826659
0.12,0.22,28.16,78.31,0.38,0.14,100.53,0.12,28.16,2021-12-23 17:00:00,3.1752037e-13,19.223286,6599.857,110.82810119302067,2130.4802860703426
0.06,0.11,27.835,80.28,0.355,0.07,100.565,0.06,27.835,2021-12-23 17:30:00,4.566517e-12,18.93943,6522.156,79.08334966025745,1497.793565055609
0.0,0.0,27.51,82.25,0.33,0.0,100.6,0.0,27.51,2021-12-23 18:00:00,4.487247e-12,19.03901,6487.257,77.41133481510465,1473.8351776577783
0.0,0.0,27.395,82.535,0.37,0.0,100.645,0.0,27.395,2021-12-23 18:30:00,2.1669224e-11,19.03901,6517.007,80.56922882569049,1533.9583533028638
0.0,0.0,27.28,82.82,0.41,0.0,100.69,0.0,27.28,2021-12-23 19:00:00,3.0357715e-12,18.291906,6530.66,83.28048963187985,1523.3588879800682
0.0,0.0,27.17,83.39,0.47,0.0,100.725,0.0,27.17,2021-12-23 19:30:00,4.830129e-11,18.18257,6493.166,82.77196579780959,1505.0070621522805
0.0,0.0,27.06,83.96,0.53,0.0,100.76,0.0,27.06,2021-12-23 20:00:00,4.2928638e-13,19.624422,6454.857,82.18764029782723,1612.8849363887318
0.0,0.0,26.94,84.74,0.61,0.0,100.765,0.0,26.94,2021-12-23 20:30:00,3.8280074e-11,19.449202,6404.62,81.30858803107394,1581.3871529480268
0.0,0.0,26.82,85.52,0.69,0.0,100.77,0.0,26.82,2021-12-23 21:00:00,1.6886819e-12,19.4306,6320.369,84.62145210716912,1644.2455873134174
0.0,0.0,26.675,86.43,0.745,0.0,100.76,0.0,26.675,2021-12-23 21:30:00,4.8917996e-12,19.515038,6168.009,76.2707665190027,1488.4269069070924
0.0,0.0,26.53,87.34,0.8,0.0,100.75,0.0,26.53,2021-12-23 22:00:00,1.0438437e-11,19.546423,6011.399,76.58147605277159,1496.8939248910447
0.0,0.0,26.4,87.965,0.82,0.0,100.745,0.0,26.4,2021-12-23 22:30:00,2.5092226e-12,19.546423,5868.825,74.90957753162259,1464.2142891842032
0.0,0.0,26.27,88.59,0.84,0.0,100.74,0.0,26.27,2021-12-23 23:00:00,3.4071997e-12,19.437195,5726.021,71.87125399301343,1396.9755787564857
0.0,0.0,26.155,88.985,0.845,0.0,100.715,0.0,26.155,2021-12-23 23:30:00,1.1152127e-11,19.492329,5547.777,62.524047300525275,1218.7393003927034
0.0,0.0,26.04,89.38,0.85,0.0,100.69,0.0,26.04,2021-12-24 00:00:00,5.8719707e-13,18.622797,5383.444,69.39315823054496,1292.2946989162772
0.0,0.0,25.93,89.68,0.865,0.0,100.665,0.0,25.93,2021-12-24 00:30:00,6.1355944e-13,18.565811,5295.908,61.984605768518065,1150.7944756077782
0.0,0.0,25.82,89.98,0.88,0.0,100.64,0.0,25.82,2021-12-24 01:00:00,2.46816e-11,18.498959,5278.364,61.28893793010391,1133.7815499210244
0.0,0.0,25.73,90.27,0.89,0.0,100.615,0.0,25.73,2021-12-24 01:30:00,2.1831308e-11,18.535719,5202.775,58.90543518161505,1091.8545940978445
0.0,0.0,25.64,90.56,0.9,0.0,100.59,0.0,25.64,2021-12-24 02:00:00,4.1241728e-13,18.496414,5146.569,53.11628084650848,982.4607206772695
0.0,0.0,25.575,90.66,0.895,0.0,100.58,0.0,25.575,2021-12-24 02:30:00,5.782026e-13,18.366995,5107.425,53.13917257425371,976.0069169754242
0.0,0.0,25.51,90.76,0.89,0.0,100.57,0.0,25.51,2021-12-24 03:00:00,6.946658e-12,18.147205,5074.961,50.95729394864812,924.732459531023
0.0,0.0,25.47,90.77,0.875,0.0,100.58,0.0,25.47,2021-12-24 03:30:00,1.1153759e-12,18.147205,5058.133,50.1096505107774,909.3501002973762
0.0,0.0,25.43,90.78,0.86,0.0,100.59,0.0,25.43,2021-12-24 04:00:00,1.54195e-12,18.032951,5041.662,49.18733834060492,886.9928621164739
0.0,0.0,25.41,90.71,0.85,0.0,100.61,0.0,25.41,2021-12-24 04:30:00,7.6396295e-13,18.032951,5069.166,50.167928418614665,904.6757949443474
0.0,0.0,25.39,90.64,0.84,0.0,100.63,0.0,25.39,2021-12-24 05:00:00,1.5120482e-12,18.001993,5136.634,53.29349256641409,959.3890801260577
0.05,0.07,25.45,90.805,0.815,0.055,100.655,0.05,25.45,2021-12-24 05:30:00,8.897425e-12,17.986835,5269.308,61.71628366560853,1110.0806111059467
0.1,0.14,25.51,90.97,0.79,0.11,100.68,0.1,25.51,2021-12-24 06:00:00,3.6965266e-12,17.955833,5445.51,70.64158507096198,1268.4285043892253
0.305,0.46,25.95,90.515,0.82,0.26,100.725,0.305,25.95,2021-12-24 06:30:00,1.8360816e-11,17.064564,5627.347,76.56275444720852,1306.5100232792688
0.51,0.78,26.39,90.06,0.85,0.41,100.77,0.51,26.39,2021-12-24 07:00:00,2.8526214e-12,15.19382,5800.775,73.86315024226215,1122.2634094136768
0.79,1.165,26.915,87.8,0.925,0.505,100.795,0.79,26.915,2021-12-24 07:30:00,1.4953174e-14,15.840961,6017.423,75.49501702946358,1195.9136204580675
1.07,1.55,27.44,85.54,1.0,0.6,100.82,1.07,27.44,2021-12-24 08:00:00,5.737186e-12,17.226812,6217.818,75.30909582915713,1297.3356357384419
1.285,1.925,27.675,83.03,1.155,0.78,100.82,1.285,27.675,2021-12-24 08:30:00,3.0201393e-11,17.401987,6357.187,78.69199668029042,1369.39710323208
1.5,2.3,27.91,80.52,1.31,0.96,100.82,1.5,27.91,2021-12-24 09:00:00,2.4071646e-13,17.775848,6417.358,87.66640898129174,1558.3447607572557
1.76,2.56,28.105,79.415,1.4,1.015,100.795,1.76,28.105,2021-12-24 09:30:00,1.3477458e-11,17.815474,6452.546,77.71903977575457,1384.6015324288735
2.02,2.82,28.3,78.31,1.49,1.07,100.77,2.02,28.3,2021-12-24 10:00:00,2.3511585e-11,18.212856,6494.304,76.88283090974159,1400.2559282296647
2.115,2.965,28.515,77.595,1.51,1.15,100.73,2.115,28.515,2021-12-24 10:30:00,1.0093187e-11,18.26713,6538.751,79.27964049678211,1448.2114993071832
2.21,3.11,28.73,76.88,1.53,1.23,100.69,2.21,28.73,2021-12-24 11:00:00,4.243211e-11,18.269121,6533.448,81.43516908826652,1487.748957725545
2.17,3.165,28.93,76.1,1.49,1.225,100.645,2.17,28.93,2021-12-24 11:30:00,3.917265e-13,18.209505,6489.463,78.34953303910567,1426.7062136232291
2.13,3.22,29.13,75.32,1.45,1.22,100.6,2.13,29.13,2021-12-24 12:00:00,3.6160385e-12,18.359123,6451.796,78.46725048096394,1440.5899030515425
1.925,3.095,29.235,74.89,1.37,1.23,100.55,1.925,29.235,2021-12-24 12:30:00,3.2769485e-11,18.356733,6430.941,76.62105780039097,1406.5123002168334
1.72,2.97,29.34,74.46,1.29,1.24,100.5,1.72,29.34,2021-12-24 13:00:00,4.59507e-12,18.450382,6429.6,77.7848093195303,1435.1594457421368
1.48,2.72,29.325,74.615,1.205,1.095,100.465,1.48,29.325,2021-12-24 13:30:00,7.456703e-15,18.494377,6402.896,78.50821991747182,1451.9606167526322
1.24,2.47,29.31,74.77,1.12,0.95,100.43,1.24,29.31,2021-12-24 14:00:00,2.6532528e-11,18.399109,6335.706,76.09846394441212,1400.1439328437893
0.92,2.115,29.14,75.945,1.105,0.685,100.425,0.92,29.14,2021-12-24 14:30:00,7.4689985e-12,18.527979,6286.851,68.86981682281828,1276.0185198265094
0.6,1.76,28.97,77.12,1.09,0.42,100.42,0.6,28.97,2021-12-24 15:00:00,1.6422029e-11,18.635513,6314.638,75.64133978364663,1409.6151708743218
0.405,1.365,28.71,79.16,1.145,0.285,100.435,0.405,28.71,2021-12-24 15:30:00,6.37697e-12,18.685553,6341.124,74.20892274463752,1386.6347590173566
0.21,0.97,28.45,81.2,1.2,0.15,100.45,0.21,28.45,2021-12-24 16:00:00,2.2540855e-11,18.85049,6318.068,74.34899542496962,1401.5149947667596
0.175,0.605,28.085,83.015,1.27,0.15,100.485,0.175,28.085,2021-12-24 16:30:00,1.0333303e-12,18.996454,6292.815,75.43665752465124,1433.028994580713
0.14,0.24,27.72,84.83,1.34,0.15,100.52,0.14,27.72,2021-12-24 17:00:00,1.9455361e-10,18.913412,6271.275,75.4290476940225,1426.6206557900225
0.07,0.12,27.36,86.91,1.38,0.075,100.56,0.07,27.36,2021-12-24 17:30:00,7.5880464e-13,18.710518,6205.487,75.95757503964747,1421.205575015617
0.0,0.0,27.0,88.99,1.42,0.0,100.6,0.0,27.0,2021-12-24 18:00:00,1.7658972e-11,18.683945,6153.054,74.29818937766657,1388.1832839305944
0.0,0.0,26.825,89.91,1.515,0.0,100.64,0.0,26.825,2021-12-24 18:30:00,1.8137035e-12,18.772787,6161.244,71.41177113084886,1340.5979687320453
0.0,0.0,26.65,90.83,1.61,0.0,100.68,0.0,26.65,2021-12-24 19:00:00,7.962521e-14,17.927843,6172.198,70.78065663586878,1268.944499604758
0.0,0.0,26.52,91.52,1.66,0.0,100.72,0.0,26.52,2021-12-24 19:30:00,1.07472364e-11,18.099657,6168.093,71.49867823147326,1294.1015519422642
0.0,0.0,26.39,92.21,1.71,0.0,100.76,0.0,26.39,2021-12-24 20:00:00,1.1083866e-11,19.201681,6147.025,73.23212747966319,1406.179950815015
0.0,0.0,26.29,92.74,1.73,0.0,100.765,0.0,26.29,2021-12-24 20:30:00,3.4036513e-13,19.154078,6125.535,74.50071003386394,1426.992411043987
0.0,0.0,26.19,93.27,1.75,0.0,100.77,0.0,26.19,2021-12-24 21:00:00,3.1833492e-12,19.26293,6063.639,76.94429352560668,1482.1725400829698
0.0,0.0,26.11,93.7,1.78,0.0,100.76,0.0,26.11,2021-12-24 21:30:00,4.9987015e-12,19.185825,5957.141,75.68373657326273,1452.0549252403403
0.0,0.0,26.03,94.13,1.81,0.0,100.75,0.0,26.03,2021-12-24 22:00:00,5.3182693e-12,19.181362,5845.495,75.64319333928715,1450.9394742764534
0.0,0.0,25.96,94.46,1.84,0.0,100.735,0.0,25.96,2021-12-24 22:30:00,1.06488655e-11,19.139528,5736.409,74.00099211386238,1416.3440605902601
0.0,0.0,25.89,94.79,1.87,0.0,100.72,0.0,25.89,2021-12-24 23:00:00,1.537223e-11,19.135904,5663.081,72.07043234989439,1379.1328746849656
0.0,0.0,25.84,94.985,1.905,0.0,100.705,0.0,25.84,2021-12-24 23:30:00,8.9039654e-15,18.979725,5570.923,68.97448224603832,1309.1167050471888
0.0,0.0,25.79,95.18,1.94,0.0,100.69,0.0,25.79,2021-12-25 00:00:00,4.40059e-12,18.677649,5460.325,79.92442582749594,1492.8003721321518
0.0,0.0,25.745,95.315,2.03,0.0,100.665,0.0,25.745,2021-12-25 00:30:00,1.2218942e-13,18.470839,5358.768,80.3023785471787,1483.2523054619821
0.0,0.0,25.7,95.45,2.12,0.0,100.64,0.0,25.7,2021-12-25 01:00:00,1.3881422e-12,18.590872,5290.262,80.33981648685219,1493.5872448104471
0.0,0.0,25.675,95.42,2.235,0.0,100.605,0.0,25.675,2021-12-25 01:30:00,2.5899654e-12,18.590872,5215.836,76.59367257060745,1423.943162769876
0.0,0.0,25.65,95.39,2.35,0.0,100.57,0.0,25.65,2021-12-25 02:00:00,1.3794304e-11,18.435675,5168.497,79.10129752644933,1458.2858132748324
0.0,0.0,25.625,95.345,2.49,0.0,100.55,0.0,25.625,2021-12-25 02:30:00,4.8814327e-13,18.301195,5119.825,75.0796723354079,1374.047723946369
0.0,0.0,25.6,95.3,2.63,0.0,100.53,0.0,25.6,2021-12-25 03:00:00,3.436963e-12,18.015224,5074.191,72.23630721785774,1301.353255462276
0.0,0.0,25.55,95.3,2.63,0.0,100.54,0.0,25.55,2021-12-25 03:30:00,3.1273974e-12,17.885805,5047.989,71.57836452041325,1280.2366700308062
0.0,0.0,25.5,95.3,2.63,0.0,100.55,0.0,25.5,2021-12-25 04:00:00,1.3714151e-12,17.730595,5016.703,65.23259501939565,1156.612723087832
0.0,0.0,25.41,95.35,2.505,0.0,100.575,0.0,25.41,2021-12-25 04:30:00,6.9867476e-12,17.730595,5020.246,65.09476702481828,1154.168950735953
0.0,0.0,25.32,95.4,2.38,0.0,100.6,0.0,25.32,2021-12-25 05:00:00,6.4857134e-12,17.700853,5047.139,68.06214064010433,1204.7579463353711
0.06,0.07,25.37,95.175,2.315,0.075,100.635,0.06,25.37,2021-12-25 05:30:00,1.8353007e-11,17.685694,5103.479,69.32787920866511,1226.111657352141
0.12,0.14,25.42,94.95,2.25,0.15,100.67,0.12,25.42,2021-12-25 06:00:00,6.20812e-13,17.5979,5175.748,61.42500189005161,1080.951040760901
0.38,0.47,25.73,94.025,2.36,0.315,100.71,0.38,25.73,2021-12-25 06:30:00,2.2372158e-13,16.039553,5211.855,55.95196956530129,897.4445812970246
0.64,0.8,26.04,93.1,2.47,0.48,100.75,0.64,26.04,2021-12-25 07:00:00,3.519547e-13,14.740212,5248.568,49.742342328541916,733.212671299264
0.965,1.21,26.365,91.585,2.49,0.595,100.79,0.965,26.365,2021-12-25 07:30:00,2.4387994e-12,15.672003,5317.442,53.288466526427996,835.1370072674491
1.29,1.62,26.69,90.07,2.51,0.71,100.83,1.29,26.69,2021-12-25 08:00:00,9.972783e-12,16.214514,5431.772,68.19810032614522,1105.7990525110063
1.55,1.975,27.06,87.975,2.52,0.835,100.845,1.55,27.06,2021-12-25 08:30:00,7.453216e-12,16.581697,5521.302,63.112724645762064,1046.5160769199883
1.81,2.33,27.43,85.88,2.53,0.96,100.86,1.81,27.43,2021-12-25 09:00:00,8.3629874e-11,17.170921,5614.291,72.2092572393503,1239.8994515195232
1.91,2.595,27.73,84.245,2.585,0.93,100.85,1.91,27.73,2021-12-25 09:30:00,5.0645675e-11,17.131378,5687.449,81.24970945063,1391.9194849848
2.01,2.86,28.03,82.61,2.64,0.9,100.84,2.01,28.03,2021-12-25 10:00:00,9.890381e-12,17.23523,5745.359,63.594577633049646,1096.0671722578372
2.26,2.995,28.215,81.64,2.715,1.015,100.8,2.26,28.215,2021-12-25 10:30:00,1.2265094e-11,17.20278,5778.39,67.67557884045023,1164.2080941640904
2.51,3.13,28.4,80.67,2.79,1.13,100.76,2.51,28.4,2021-12-25 11:00:00,1.8920891e-12,17.108746,5782.331,61.5306999493072,1052.7131166347933
2.45,3.175,28.565,79.89,2.835,1.08,100.715,2.45,28.565,2021-12-25 11:30:00,7.698596e-16,17.029928,5764.772,62.53711369631818,1065.0025435761127
2.39,3.22,28.73,79.11,2.88,1.03,100.67,2.39,28.73,2021-12-25 12:00:00,6.9047433e-12,17.029928,5760.309,77.0832776846988,1312.722668973895
2.075,3.095,28.79,78.525,2.89,0.99,100.63,2.075,28.79,2021-12-25 12:30:00,8.7541183e-13,17.006384,5783.102,78.85600234665728,1341.055456612086
