nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,demand,predicted_USEP,predicted_cost
2.695,3.25,27.46,78.46,2.49,1.155,100.66,2.695,27.46,2021-08-19 12:30:00,7.204197e-13,16.868643,6456.497,65.38418917743316,1102.9425450785363
2.69,3.13,27.57,77.85,2.43,1.23,100.61,2.69,27.57,2021-08-19 13:00:00,3.2542124e-12,16.83911,6482.952,64.81473973012035,1091.422531936656
2.395,2.89,27.625,77.47,2.355,1.345,100.575,2.395,27.625,2021-08-19 13:30:00,1.0615764e-12,16.900675,6514.472,66.67501036667088,1126.8526808286645
2.1,2.65,27.68,77.09,2.28,1.46,100.54,2.1,27.68,2021-08-19 14:00:00,8.55407e-13,16.914007,6543.129,69.92372696255893,1182.6904073107507
1.825,2.295,27.645,77.34,2.155,1.305,100.52,1.825,27.645,2021-08-19 14:30:00,8.725717e-12,16.794405,6593.291,72.15758646204881,1211.8437308655355
1.55,1.94,27.61,77.59,2.03,1.15,100.5,1.55,27.61,2021-08-19 15:00:00,6.212228e-14,16.952793,6589.136,71.36963424630048,1209.9146358632388
1.21,1.525,27.485,78.35,1.88,0.9,100.5,1.21,27.485,2021-08-19 15:30:00,1.0316097e-11,17.02985,6551.175,72.45085756564713,1233.8272367135883
0.87,1.11,27.36,79.11,1.73,0.65,100.5,0.87,27.36,2021-08-19 16:00:00,1.5502462e-11,17.172384,6506.908,72.89056865168095,1251.7048348638975
0.555,0.72,27.075,80.63,1.55,0.435,100.515,0.555,27.075,2021-08-19 16:30:00,2.1307808e-12,17.283539,6494.105,68.9622142940734,1191.9111202778283
0.24,0.33,26.79,82.15,1.37,0.22,100.53,0.24,26.79,2021-08-19 17:00:00,5.950459e-11,17.35658,6465.219,70.91745417334278,1230.8844667517378
0.12,0.165,26.505,83.07,1.25,0.11,100.56,0.12,26.505,2021-08-19 17:30:00,7.0996694e-12,17.57096,6387.657,68.82311568018609,1209.288212691434
0.0,0.0,26.22,83.99,1.13,0.0,100.59,0.0,26.22,2021-08-19 18:00:00,2.3136996e-12,17.755068,6347.773,66.81467433271483,1186.299086175052
0.0,0.0,26.205,83.61,1.125,0.0,100.635,0.0,26.205,2021-08-19 18:30:00,6.458962e-12,17.779673,6355.894,67.78585995153351,1205.2104239616237
0.0,0.0,26.19,83.23,1.12,0.0,100.68,0.0,26.19,2021-08-19 19:00:00,5.308325e-13,15.43055,6363.235,70.86032013355084,1093.4137128367254
0.0,0.0,26.18,83.125,1.11,0.0,100.72,0.0,26.18,2021-08-19 19:30:00,5.0732156e-13,15.352114,6358.354,70.11083270236014,1076.3494962815253
0.0,0.0,26.17,83.02,1.1,0.0,100.76,0.0,26.17,2021-08-19 20:00:00,1.6293904e-13,17.785028,6316.905,75.06831350434389,1335.092057587522
0.0,0.0,26.155,82.95,1.09,0.0,100.785,0.0,26.155,2021-08-19 20:30:00,7.328154e-12,17.729597,6275.574,80.93177948295055,1434.8878347249884
0.0,0.0,26.14,82.88,1.08,0.0,100.81,0.0,26.14,2021-08-19 21:00:00,2.880118e-14,17.85481,6232.067,79.14092018492556,1413.0460931270086
0.0,0.0,26.08,83.04,1.085,0.0,100.815,0.0,26.08,2021-08-19 21:30:00,2.3202974e-12,17.83917,6090.357,75.68539998233916,1350.1647168027696
0.0,0.0,26.02,83.2,1.09,0.0,100.82,0.0,26.02,2021-08-19 22:00:00,3.1481092e-13,17.790874,5905.428,71.15765418982113,1265.9568598266571
0.0,0.0,25.945,83.535,1.11,0.0,100.81,0.0,25.945,2021-08-19 22:30:00,5.7677647e-12,17.777905,5761.398,66.7809713291786,1187.2257640974758
0.0,0.0,25.87,83.87,1.13,0.0,100.8,0.0,25.87,2021-08-19 23:00:00,4.1235613e-12,17.572351,5673.757,63.75280309636441,1120.2866332429394
0.0,0.0,25.795,84.19,1.145,0.0,100.76,0.0,25.795,2021-08-19 23:30:00,4.8794154e-12,17.572351,5548.866,61.277316195312586,1076.7865085217186
0.0,0.0,25.72,84.51,1.16,0.0,100.72,0.0,25.72,2021-08-20 00:00:00,2.7420052e-12,17.42764,5422.941,61.69177135413762,1075.1419821220538
0.0,0.0,25.65,84.825,1.165,0.0,100.675,0.0,25.65,2021-08-20 00:30:00,4.3728536e-12,17.492558,5305.032,60.43119690465014,1057.0962168637489
0.0,0.0,25.58,85.14,1.17,0.0,100.63,0.0,25.58,2021-08-20 01:00:00,6.0204576e-13,17.358267,5215.105,58.88248330969648,1022.09786691272
0.0,0.0,25.515,85.425,1.185,0.0,100.605,0.0,25.515,2021-08-20 01:30:00,4.3915514e-12,17.281061,5154.779,58.28617895549757,1007.2470139866139
0.0,0.0,25.45,85.71,1.2,0.0,100.58,0.0,25.45,2021-08-20 02:00:00,2.0944727e-11,17.301397,5098.002,57.525099967200234,995.2645919960136
0.0,0.0,25.37,86.155,1.22,0.0,100.57,0.0,25.37,2021-08-20 02:30:00,1.2185766e-11,17.301397,5060.394,57.514793473711784,995.0862752609959
0.0,0.0,25.29,86.6,1.24,0.0,100.56,0.0,25.29,2021-08-20 03:00:00,4.0786697e-12,16.91937,5024.456,55.33815797484359,936.2867698946037
0.0,0.0,25.215,87.025,1.25,0.0,100.57,0.0,25.215,2021-08-20 03:30:00,5.13779e-12,16.91937,5005.992,55.31363113209738,935.8717911671903
0.0,0.0,25.14,87.45,1.26,0.0,100.58,0.0,25.14,2021-08-20 04:00:00,1.9248284e-11,16.843296,4997.578,55.407399383255196,933.2432284013181
0.0,0.0,25.085,87.71,1.26,0.0,100.605,0.0,25.085,2021-08-20 04:30:00,3.6943715e-11,16.816023,5019.824,55.219142109779874,928.5663637562869
0.0,0.0,25.03,87.97,1.26,0.0,100.63,0.0,25.03,2021-08-20 05:00:00,2.9183914e-13,16.854832,5081.477,57.53320051518176,969.7124291056851
0.025,0.065,25.1,88.31,1.185,0.03,100.67,0.025,25.1,2021-08-20 05:30:00,3.313537e-13,16.795334,5210.2,58.38819116276565,980.6491722344782
0.05,0.13,25.17,88.65,1.11,0.06,100.71,0.05,25.17,2021-08-20 06:00:00,1.17988475e-11,16.84105,5374.284,59.269449786595416,998.1597673278434
0.095,0.44,25.565,88.315,1.04,0.095,100.765,0.095,25.565,2021-08-20 06:30:00,1.6120831e-12,16.915464,5553.816,61.37420984090628,1038.173237092197
0.14,0.75,25.96,87.98,0.97,0.13,100.82,0.14,25.96,2021-08-20 07:00:00,1.0004924e-11,14.593012,5744.505,60.90512106190812,888.7891625172686
0.2,1.145,26.295,86.265,0.905,0.17,100.865,0.2,26.295,2021-08-20 07:30:00,8.6267034e-13,14.285404,5973.587,66.94757677946646,956.3731811156395
0.26,1.54,26.63,84.55,0.84,0.21,100.91,0.26,26.63,2021-08-20 08:00:00,1.1715958e-12,16.485456,6153.058,61.54115521348586,1014.5340064610195
0.245,1.92,26.865,82.77,0.825,0.18,100.92,0.245,26.865,2021-08-20 08:30:00,6.014638e-13,16.896332,6290.792,62.01787251615561,1047.8745639666033
0.23,2.3,27.1,80.99,0.81,0.15,100.93,0.23,27.1,2021-08-20 09:00:00,2.7259143e-11,17.049578,6392.22,64.80854396342843,1104.9583253691355
0.285,2.585,27.185,79.85,0.895,0.165,100.91,0.285,27.185,2021-08-20 09:30:00,2.448453e-11,17.049578,6456.721,70.45558684177708,1201.2380233929268
0.34,2.87,27.27,78.71,0.98,0.18,100.89,0.34,27.27,2021-08-20 10:00:00,2.6931534e-12,17.16665,6489.935,72.62928478768609,1246.8015117003358
0.395,3.01,27.3,78.07,1.07,0.215,100.865,0.395,27.3,2021-08-20 10:30:00,1.7302097e-11,17.329788,6513.344,73.03188268672514,1265.6270442005537
0.45,3.15,27.33,77.43,1.16,0.25,100.84,0.45,27.33,2021-08-20 11:00:00,3.979947e-13,17.293688,6540.207,71.13724376940748,1230.2252989280485
0.64,3.195,27.415,77.235,1.22,0.415,100.8,0.64,27.415,2021-08-20 11:30:00,2.7382421e-12,17.051847,6533.711,71.35247727848378,1216.691525623486
0.83,3.24,27.5,77.04,1.28,0.58,100.76,0.83,27.5,2021-08-20 12:00:00,5.0006492e-11,17.075024,6507.782,69.58267579672409,1188.1258592098031
0.855,3.12,27.545,77.15,1.335,0.555,100.72,0.855,27.545,2021-08-20 12:30:00,4.4063013e-12,17.127148,6495.213,67.62953163747748,1158.300997525461
0.88,3.0,27.59,77.26,1.39,0.53,100.68,0.88,27.59,2021-08-20 13:00:00,3.4415634e-11,17.124266,6486.078,71.16828689932512,1218.7046756259092
0.94,2.75,27.525,77.775,1.395,0.635,100.655,0.94,27.525,2021-08-20 13:30:00,1.5543365e-13,17.13174,6501.903,69.91788150176694,1197.8149672390698
1.0,2.5,27.46,78.29,1.4,0.74,100.63,1.0,27.46,2021-08-20 14:00:00,2.0385638e-12,17.202457,6509.914,71.7199384301692,1233.7591568874868
0.75,2.15,27.335,79.63,1.4,0.505,100.625,0.75,27.335,2021-08-20 14:30:00,1.877928e-11,17.182783,6522.369,71.22929181421563,1223.9174644860059
0.5,1.8,27.21,80.97,1.4,0.27,100.62,0.5,27.21,2021-08-20 15:00:00,3.911108e-12,17.377771,6497.952,68.93151544970083,1197.8760901675932
0.39,1.395,26.945,82.83,1.365,0.265,100.64,0.39,26.945,2021-08-20 15:30:00,1.18075385e-11,17.36008,6512.101,70.14039381018301,1217.6428477754537
0.28,0.99,26.68,84.69,1.33,0.26,100.66,0.28,26.68,2021-08-20 16:00:00,1.3371581e-11,17.335949,6541.047,70.96494800804153,1230.2447194541105
0.195,0.64,26.295,86.345,1.34,0.185,100.685,0.195,26.295,2021-08-20 16:30:00,6.8339e-12,17.30919,6551.618,72.64639025014182,1257.4501716533557
0.11,0.29,25.91,88.0,1.35,0.11,100.71,0.11,25.91,2021-08-20 17:00:00,4.773924e-13,17.478428,6542.607,71.07832527565138,1242.337390691019
0.055,0.145,25.62,89.595,1.36,0.055,100.74,0.055,25.62,2021-08-20 17:30:00,1.1897541e-10,17.848145,6482.888,70.5521371959403,1259.2247747246417
0.0,0.0,25.33,91.19,1.37,0.0,100.77,0.0,25.33,2021-08-20 18:00:00,1.1302346e-11,17.813726,6437.75,70.74642118025402,1260.257362384842
0.0,0.0,25.265,91.43,1.475,0.0,100.805,0.0,25.265,2021-08-20 18:30:00,1.6648908e-12,17.873589,6410.519,71.68741037515689,1281.3113095197705
0.0,0.0,25.2,91.67,1.58,0.0,100.84,0.0,25.2,2021-08-20 19:00:00,1.0834111e-11,15.4922285,6389.293,70.94622967695878,1099.1152013681578
0.0,0.0,25.17,91.83,1.665,0.0,100.87,0.0,25.17,2021-08-20 19:30:00,1.960506e-11,15.734332,6366.585,70.12457154268414,1103.3632900089697
0.0,0.0,25.14,91.99,1.75,0.0,100.9,0.0,25.14,2021-08-20 20:00:00,1.3221615e-12,18.220833,6340.293,66.7659657693608,1216.5315123671514
0.0,0.0,25.125,92.11,1.795,0.0,100.91,0.0,25.125,2021-08-20 20:30:00,9.512879e-13,18.282835,6297.904,66.33506929392439,1212.793126614323
0.0,0.0,25.11,92.23,1.84,0.0,100.92,0.0,25.11,2021-08-20 21:00:00,3.759882e-13,18.302982,6246.579,65.93328041931636,1206.775644715675
0.0,0.0,25.095,92.285,1.845,0.0,100.92,0.0,25.095,2021-08-20 21:30:00,4.0834567e-12,18.302982,6160.012,64.64051114609016,1183.1141119774238
0.0,0.0,25.08,92.34,1.85,0.0,100.92,0.0,25.08,2021-08-20 22:00:00,6.2435343e-12,18.021355,6044.196,64.81727203822858,1168.0950695320862
0.0,0.0,25.06,92.28,1.83,0.0,100.895,0.0,25.06,2021-08-20 22:30:00,2.1861547e-12,18.097557,5922.709,62.81935965615487,1136.876942080626
0.0,0.0,25.04,92.22,1.81,0.0,100.87,0.0,25.04,2021-08-20 23:00:00,2.1677523e-12,17.97721,5816.371,63.906763182122994,1148.8653021451548
0.0,0.0,25.01,92.125,1.79,0.0,100.83,0.0,25.01,2021-08-20 23:30:00,6.018422e-14,18.007853,5678.095,60.84863976865959,1095.7533602039723
0.0,0.0,24.98,92.03,1.77,0.0,100.79,0.0,24.98,2021-08-21 00:00:00,2.2468055e-11,17.551584,5493.052,62.37953899167677,1094.8597184922885
0.0,0.0,24.96,91.905,1.77,0.0,100.755,0.0,24.96,2021-08-21 00:30:00,2.551961e-13,17.551584,5376.014,61.746541039649095,1083.7496017668325
0.0,0.0,24.94,91.78,1.77,0.0,100.72,0.0,24.94,2021-08-21 01:00:00,2.3748462e-12,17.551584,5342.307,61.684422985489704,1082.659331521207
0.0,0.0,24.92,91.69,1.795,0.0,100.695,0.0,24.92,2021-08-21 01:30:00,6.1359576e-13,17.640808,5272.603,60.17514935754756,1061.538256187783
0.0,0.0,24.9,91.6,1.82,0.0,100.67,0.0,24.9,2021-08-21 02:00:00,7.731869e-12,17.556465,5206.383,59.564308253236376,1045.738693096695
0.0,0.0,24.9,91.49,1.845,0.0,100.655,0.0,24.9,2021-08-21 02:30:00,2.575011e-12,17.567694,5165.226,59.92473333241309,1052.739378215279
0.0,0.0,24.9,91.38,1.87,0.0,100.64,0.0,24.9,2021-08-21 03:00:00,7.424877e-13,17.23065,5128.379,58.29096241756417,1004.3911715801588
0.0,0.0,24.895,91.27,1.87,0.0,100.655,0.0,24.895,2021-08-21 03:30:00,5.8779544e-13,17.190052,5106.342,58.51218495840072,1005.827502068492
0.0,0.0,24.89,91.16,1.87,0.0,100.67,0.0,24.89,2021-08-21 04:00:00,1.6268178e-11,16.72603,5093.062,57.02295411418175,953.7676412014998
0.0,0.0,24.885,91.08,1.835,0.0,100.695,0.0,24.885,2021-08-21 04:30:00,2.492908e-12,16.72603,5134.671,58.056255579830136,971.0506725157616
0.0,0.0,24.88,91.0,1.8,0.0,100.72,0.0,24.88,2021-08-21 05:00:00,8.118085e-13,16.6983,5194.097,58.39396105875386,975.0798799473421
0.055,0.07,25.04,90.965,1.775,0.065,100.755,0.055,25.04,2021-08-21 05:30:00,5.3546853e-13,16.837103,5327.542,59.88995134324943,1008.3732794312468
0.11,0.14,25.2,90.93,1.75,0.13,100.79,0.11,25.2,2021-08-21 06:00:00,5.112949e-12,16.88736,5478.177,59.36644282739437,1002.5424919453231
0.345,0.47,25.665,89.99,1.855,0.31,100.82,0.345,25.665,2021-08-21 06:30:00,4.4149246e-12,16.886335,5642.958,64.07977737187173,1082.0725874265624
0.58,0.8,26.13,89.05,1.96,0.49,100.85,0.58,26.13,2021-08-21 07:00:00,1.1893725e-11,14.509997,5849.133,62.11246240452681,901.251643151558
0.885,1.215,26.42,87.64,2.025,0.675,100.875,0.885,26.42,2021-08-21 07:30:00,4.0075986e-13,13.827684,6080.869,65.87532238935265,910.9031413980669
1.19,1.63,26.71,86.23,2.09,0.86,100.9,1.19,26.71,2021-08-21 08:00:00,5.3033813e-11,15.675785,6262.756,64.73703293895443,1014.8038098855345
1.465,2.055,26.84,84.865,2.14,1.075,100.905,1.465,26.84,2021-08-21 08:30:00,2.1948994e-12,16.004807,6389.591,66.63644646085278,1066.5034647716354
1.74,2.48,26.97,83.5,2.19,1.29,100.91,1.74,26.97,2021-08-21 09:00:00,1.17344814e-11,16.77669,6484.339,73.71406629530954,1236.6780388749914
1.99,2.76,27.1,82.9,2.285,1.325,100.89,1.99,27.1,2021-08-21 09:30:00,3.6134323e-12,16.818733,6588.868,95.69664469028662,1609.4963160414527
2.24,3.04,27.23,82.3,2.38,1.36,100.87,2.24,27.23,2021-08-21 10:00:00,5.005205e-13,17.024797,6650.332,139.92524622273035,2382.198912116931
2.145,3.2,27.37,81.91,2.5,1.4,100.845,2.145,27.37,2021-08-21 10:30:00,5.5120307e-13,17.0705,6639.95,157.17685813646807,2683.0875568184915
2.05,3.36,27.51,81.52,2.62,1.44,100.82,2.05,27.51,2021-08-21 11:00:00,5.7459e-13,17.16756,6601.005,82.0090101375337,1407.8946020766712
2.13,3.375,27.605,81.17,2.73,1.49,100.78,2.13,27.605,2021-08-21 11:30:00,1.5737154e-12,17.131227,6570.32,94.41771178005555,1617.4912533245572
2.21,3.39,27.7,80.82,2.84,1.54,100.74,2.21,27.7,2021-08-21 12:00:00,1.8227967e-12,17.088049,6511.808,68.1227137706962,1164.0842709265073
1.89,3.27,27.725,80.71,2.925,1.335,100.7,1.89,27.725,2021-08-21 12:30:00,3.42853e-12,17.218872,6542.871,68.83836339867896,1185.318968051102
1.57,3.15,27.75,80.6,3.01,1.13,100.66,1.57,27.75,2021-08-21 13:00:00,3.778846e-14,17.154757,6580.464,70.32863712048601,1206.4706799431144
1.355,2.9,27.69,80.775,3.055,0.99,100.63,1.355,27.69,2021-08-21 13:30:00,2.5527181e-11,17.112268,6604.474,70.21320810587062,1201.507234245638
1.14,2.65,27.63,80.95,3.1,0.85,100.6,1.14,27.63,2021-08-21 14:00:00,1.5693271e-12,17.107296,6628.946,74.48646199589066,1274.2619533563354
1.09,2.29,27.455,81.95,3.065,0.85,100.585,1.09,27.455,2021-08-21 14:30:00,3.3365888e-14,17.062458,6657.23,75.81679666954048,1293.6209088685719
1.04,1.93,27.28,82.95,3.03,0.85,100.57,1.04,27.28,2021-08-21 15:00:00,2.8864525e-11,17.156273,6649.268,76.55144353747835,1313.3374638708544
0.83,1.515,27.085,84.31,2.89,0.71,100.57,0.83,27.085,2021-08-21 15:30:00,5.7562032e-12,17.315863,6638.518,86.69829127579584,1501.255734065277
0.62,1.1,26.89,85.67,2.75,0.57,100.57,0.62,26.89,2021-08-21 16:00:00,1.410237e-11,17.328234,6640.402,76.45443578164753,1324.8203535612831
0.37,0.71,26.645,87.025,2.57,0.345,100.585,0.37,26.645,2021-08-21 16:30:00,7.687691e-13,17.394861,6643.299,74.30859138924724,1292.5876183216956
0.12,0.32,26.4,88.38,2.39,0.12,100.6,0.12,26.4,2021-08-21 17:00:00,2.048757e-12,17.70823,6598.962,71.31707707586568,1262.8992037870107
0.06,0.16,26.135,89.15,2.27,0.06,100.63,0.06,26.135,2021-08-21 17:30:00,3.3583449e-12,17.7959,6527.15,72.0339019866428,1281.9081163638548
0.0,0.0,25.87,89.92,2.15,0.0,100.66,0.0,25.87,2021-08-21 18:00:00,5.1021427e-13,17.897778,6464.305,71.14202066016813,1273.2840922470662
0.0,0.0,25.805,89.845,2.13,0.0,100.695,0.0,25.805,2021-08-21 18:30:00,6.998711e-12,17.842575,6472.361,70.71828665340668,1261.7963334844128
0.0,0.0,25.74,89.77,2.11,0.0,100.73,0.0,25.74,2021-08-21 19:00:00,1.3754678e-12,15.752388,6427.447,69.0078447186971,1087.0383450525726
0.0,0.0,25.715,89.645,2.105,0.0,100.765,0.0,25.715,2021-08-21 19:30:00,1.1246049e-11,15.731795,6367.38,66.83316689098275,1051.4056807289764
0.0,0.0,25.69,89.52,2.1,0.0,100.8,0.0,25.69,2021-08-21 20:00:00,2.3280984e-13,18.47452,6329.384,66.64985620864276,1231.324101523679
0.0,0.0,25.665,89.41,2.1,0.0,100.825,0.0,25.665,2021-08-21 20:30:00,1.2044825e-12,18.49591,6313.222,66.13772319774905,1223.277375870399
0.0,0.0,25.64,89.3,2.1,0.0,100.85,0.0,25.64,2021-08-21 21:00:00,4.2305108e-13,18.758997,6263.954,65.99270673473983,1237.9569876588364
0.0,0.0,25.6,89.275,2.11,0.0,100.85,0.0,25.6,2021-08-21 21:30:00,3.246251e-13,18.786045,6160.777,65.81554735506217,1236.4138343118077
0.0,0.0,25.56,89.25,2.12,0.0,100.85,0.0,25.56,2021-08-21 22:00:00,8.140169e-12,18.671902,6054.702,66.22356706182661,1236.5199542683154
0.0,0.0,25.5,89.315,2.14,0.0,100.835,0.0,25.5,2021-08-21 22:30:00,1.8466107e-11,18.671902,5945.74,63.9585510582524,1194.227797420504
0.0,0.0,25.44,89.38,2.16,0.0,100.82,0.0,25.44,2021-08-21 23:00:00,1.20356225e-11,18.738792,5847.304,64.89468053579523,1216.0479204659343
0.0,0.0,25.37,89.55,2.18,0.0,100.79,0.0,25.37,2021-08-21 23:30:00,7.467688e-12,18.562878,5778.897,63.317614192262894,1175.357147501572
0.0,0.0,25.3,89.72,2.2,0.0,100.76,0.0,25.3,2021-08-22 00:00:00,5.1961616e-12,18.279886,5701.514,70.43978094069948,1287.6311654605931
0.0,0.0,25.25,89.835,2.205,0.0,100.73,0.0,25.25,2021-08-22 00:30:00,1.1634388e-12,18.279886,5583.581,67.44616203596712,1232.9081531549286
0.0,0.0,25.2,89.95,2.21,0.0,100.7,0.0,25.2,2021-08-22 01:00:00,4.234178e-12,18.279886,5421.768,63.37176994078962,1158.4287301355928
0.0,0.0,25.155,90.155,2.215,0.0,100.68,0.0,25.155,2021-08-22 01:30:00,6.626275e-11,18.279886,5372.063,62.83008296268373,1148.5267539242377
0.0,0.0,25.11,90.36,2.22,0.0,100.66,0.0,25.11,2021-08-22 02:00:00,9.722082e-13,18.278496,5315.171,61.57790591458433,1125.5515069480462
0.0,0.0,25.095,90.51,2.22,0.0,100.655,0.0,25.095,2021-08-22 02:30:00,1.0421562e-12,18.278496,5260.73,60.085420749389804,1098.2711228259761
0.0,0.0,25.08,90.66,2.22,0.0,100.65,0.0,25.08,2021-08-22 03:00:00,3.9459373e-11,17.850391,5210.687,58.824697547023014,1050.0438516687805
0.0,0.0,25.075,90.795,2.16,0.0,100.66,0.0,25.075,2021-08-22 03:30:00,8.6581057e-13,17.808348,5176.235,58.76122085370468,1046.440269867579
0.0,0.0,25.07,90.93,2.1,0.0,100.67,0.0,25.07,2021-08-22 04:00:00,9.6947e-12,17.38925,5166.722,58.71219381377627,1020.9610162756397
0.0,0.0,25.055,91.055,2.04,0.0,100.69,0.0,25.055,2021-08-22 04:30:00,4.4985283e-14,17.36485,5174.848,58.73293919114876,1019.8886791134169
0.0,0.0,25.04,91.18,1.98,0.0,100.71,0.0,25.04,2021-08-22 05:00:00,7.305365e-12,17.474638,5210.478,59.8584875253417,1046.0054007324247
0.03,0.07,25.16,91.15,1.925,0.04,100.74,0.03,25.16,2021-08-22 05:30:00,5.992115e-13,17.482292,5266.475,59.08236795856725,1032.8952087030812
0.06,0.14,25.28,91.12,1.87,0.08,100.77,0.06,25.28,2021-08-22 06:00:00,5.8283226e-12,17.550526,5346.273,59.55925199583764,1045.2962006931532
0.205,0.465,25.725,90.465,1.94,0.205,100.805,0.205,25.725,2021-08-22 06:30:00,6.308245e-12,17.512676,5422.27,61.06774305270633,1069.4595981329114
0.35,0.79,26.17,89.81,2.01,0.33,100.84,0.35,26.17,2021-08-22 07:00:00,2.0866971e-11,14.743382,5492.108,61.969757892585115,913.6438130566042
0.535,1.175,26.44,88.81,2.1,0.46,100.87,0.535,26.44,2021-08-22 07:30:00,2.1028776e-12,14.169314,5636.318,64.13143063387753,908.6983779204949
0.72,1.56,26.71,87.81,2.19,0.59,100.9,0.72,26.71,2021-08-22 08:00:00,3.7384297e-13,16.175367,5784.647,63.24743539124779,1023.0504792621981
0.86,1.935,26.895,86.675,2.22,0.645,100.905,0.86,26.895,2021-08-22 08:30:00,1.3403724e-12,16.504734,5902.044,64.18128950057474,1059.2951109838928
1.0,2.31,27.08,85.54,2.25,0.7,100.91,1.0,27.08,2021-08-22 09:00:00,1.3060234e-11,16.955168,5994.709,67.11866862114744,1138.0083024070066
1.01,2.585,27.155,84.935,2.315,0.715,100.895,1.01,27.155,2021-08-22 09:30:00,8.5504325e-13,16.955168,6076.595,71.66293572694312,1215.0571146234613
1.02,2.86,27.23,84.33,2.38,0.73,100.88,1.02,27.23,2021-08-22 10:00:00,1.3666915e-12,17.010542,6141.801,71.29531089978245,1212.7718804637097
1.22,3.005,27.29,84.055,2.425,0.865,100.855,1.22,27.29,2021-08-22 10:30:00,1.9601697e-11,17.010542,6179.668,73.6479726511951,1252.7919319965622
1.42,3.15,27.35,83.78,2.47,1.0,100.83,1.42,27.35,2021-08-22 11:00:00,2.567308e-11,17.099003,6188.172,72.95452311346676,1247.4496095788645
1.075,3.2,27.385,83.575,2.5,0.76,100.79,1.075,27.385,2021-08-22 11:30:00,2.6755521e-11,17.099003,6153.56,71.3338306223475,1219.7373838111032
0.73,3.25,27.42,83.37,2.53,0.52,100.75,0.73,27.42,2021-08-22 12:00:00,9.227204e-12,17.153305,6117.086,69.6974815671782,1195.5421590530425
0.61,3.115,27.475,83.085,2.54,0.43,100.705,0.61,27.475,2021-08-22 12:30:00,7.8130303e-13,17.200855,6087.663,69.3294174924859,1192.5252575226596
0.49,2.98,27.53,82.8,2.55,0.34,100.66,0.49,27.53,2021-08-22 13:00:00,1.0216585e-11,17.28526,6059.463,69.26460447496919,1197.2566971462984
0.415,2.72,27.47,82.98,2.5,0.3,100.63,0.415,27.47,2021-08-22 13:30:00,1.2847948e-11,17.28526,6079.458,68.29044455222298,1180.4180895998804
0.34,2.46,27.41,83.16,2.45,0.26,100.6,0.34,27.41,2021-08-22 14:00:00,1.9102574e-11,17.201153,6100.317,71.92533570677547,1237.198704067234
0.325,2.125,27.22,84.3,2.34,0.255,100.575,0.325,27.22,2021-08-22 14:30:00,5.239533e-12,17.18726,6122.906,72.78825545872091,1251.0306715150741
0.31,1.79,27.03,85.44,2.23,0.25,100.55,0.31,27.03,2021-08-22 15:00:00,8.958525e-12,17.10925,6132.572,70.53176932622324,1206.745674344053
0.295,1.4,26.825,86.68,2.13,0.255,100.545,0.295,26.825,2021-08-22 15:30:00,2.2912814e-11,16.818382,6079.711,73.61688412029889,1238.116878783234
0.28,1.01,26.62,87.92,2.03,0.26,100.54,0.28,26.62,2021-08-22 16:00:00,7.604974e-12,16.769196,5980.217,67.68453034075205,1135.015155451503
0.18,0.65,26.365,89.235,1.95,0.17,100.565,0.18,26.365,2021-08-22 16:30:00,6.7449724e-13,16.921688,5919.802,64.92990443730304,1098.7235847578138
0.08,0.29,26.11,90.55,1.87,0.08,100.59,0.08,26.11,2021-08-22 17:00:00,5.0710703e-12,17.284424,5886.97,65.65893628624144,1134.8768941600497
0.04,0.145,25.855,91.375,1.835,0.04,100.63,0.04,25.855,2021-08-22 17:30:00,5.8863942e-12,17.306837,5886.875,65.12046563088201,1127.0292840373938
0.0,0.0,25.6,92.2,1.8,0.0,100.67,0.0,25.6,2021-08-22 18:00:00,3.3776085e-13,17.395542,5890.956,66.09066483916939,1149.682936017672
0.0,0.0,25.53,92.16,1.835,0.0,100.71,0.0,25.53,2021-08-22 18:30:00,2.465444e-12,17.312275,5967.012,66.34056370891328,1148.506082583563
0.0,0.0,25.46,92.12,1.87,0.0,100.75,0.0,25.46,2021-08-22 19:00:00,9.228392e-14,15.198949,6040.617,70.15536445974531,1066.2878065000752
0.0,0.0,25.415,92.03,1.87,0.0,100.78,0.0,25.415,2021-08-22 19:30:00,1.5035048e-11,15.198949,6069.781,69.31802256044536,1053.5610896760163
0.0,0.0,25.37,91.94,1.87,0.0,100.81,0.0,25.37,2021-08-22 20:00:00,7.72535e-13,17.758112,6065.91,68.82269977359506,1222.1612107218227
0.0,0.0,25.325,91.885,1.845,0.0,100.835,0.0,25.325,2021-08-22 20:30:00,1.357749e-11,17.758112,6045.13,70.02102391988373,1243.4411851230236
0.0,0.0,25.28,91.83,1.82,0.0,100.86,0.0,25.28,2021-08-22 21:00:00,4.7200637e-12,17.794754,6002.617,66.06509405556459,1175.6120967053223
